trophospecies_id,n_lumped,sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,web_id,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,original_sp_id
552,1,Eriophyidae (gen. et sp. indet. 5 and DT11),herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),552,Acari,3,1,messel_hi_cert,1,1,2.0,1.0,1.1593959731543624,691.0,2.0,1.326890919062438,691.0,553
553,1,Eriophyidae (gen. et sp. indet. 6 and DT150,herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),553,Acari,3,1,messel_hi_cert,1,2,2.0,1.0,1.365612648221344,691.0,2.0,1.326890919062438,691.0,554
554,1,Eriophyidae (gen. et sp. indet. 7 and DT120),herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),554,Acari,3,1,messel_hi_cert,1,2,2.0,1.0,1.4395833333333334,691.0,2.0,1.326890919062438,691.0,555
555,1,Phalangiida (fam. indet.),detritivore detritivore,detritivore,detritivore,555,Phalangiida,3,1,messel_hi_cert,6,15,2.4285714285714284,2.0,2.056547619047619,69.1,2.6876769431176726,1.8200559776439043,104.17793270355375,556
556,1,Araneidae (cf. Singa),predator predator,predator,predator,556,Araneida,3,1,messel_hi_cert,3,3,3.0,2.0,1.6144859813084111,40.64705882352941,2.833333333333333,1.4060298190770826,49.115196078431374,557
557,1,Lepisosteidae (Atractosteus kinkelini),piscivore ,piscivore,,557,Lepisosteiformes,3,2,messel_hi_cert,9,9,5.383247543284979,8.0,57.583333333333336,0.29835924006908465,5.710643355827615,146.43549086112682,0.28796431535738864,558
558,1,Lepisosteidae (Masillosteus kelleri),predator ,predator,,558,Lepisosteiformes,3,2,messel_hi_cert,6,4,5.773809523809524,8.0,98.71428571428571,0.2798703928716079,5.0142436625993865,105.71788404219507,2.3888200316092107,559
559,1,Amiidae (Cyclurus kehreri),piscivore predator,piscivore,predator,559,Amiiformes,3,2,messel_hi_cert,11,9,5.829371368198626,7.0,0.9985549132947977,0.2875572201414898,5.829371368198626,0.9985549132947977,0.2875572201414898,560
560,1,Thaumaturidae (Thaumaturus intermedius),omnivore predator,omnivore,predator,560,Clupeocephala,3,2,messel_hi_cert,15,19,5.294834590829948,8.0,1.6182669789227166,0.30548187444739167,5.294834590829948,1.6182669789227166,0.30548187444739167,561
561,1,Anguillidae (Anguilla ignota),insectivore ,insectivore,,561,Angulliformes,3,2,messel_hi_cert,3,4,5.522556390977444,8.0,25.59259259259259,0.2807801706623324,4.443563438275261,122.63469237309435,1.646600250258867,562
562,1,Moronidae (Palaeoperca proxima),insectivore ,insectivore,,562,Perciformes,3,2,messel_hi_cert,20,17,5.039893617021276,7.0,1.6297169811320755,0.3671625929861849,4.443563438275261,122.63469237309435,1.646600250258867,563
563,1,Moronidae (Rhenanoperca minuta),insectivore ,insectivore,,563,Perciformes,3,2,messel_hi_cert,9,7,5.012587412587413,7.0,1.034431137724551,0.3591476091476091,4.443563438275261,122.63469237309435,1.646600250258867,564
564,1,Percichthyidae (Amphiperca multiformis),piscivore ,piscivore,,564,Perciformes,3,2,messel_hi_cert,4,15,5.878759398496241,8.0,0.9439890710382514,0.2810085400569337,5.710643355827615,146.43549086112682,0.28796431535738864,565
565,1,Pelobatidae (Eopelobates wagneri),predator ,predator,,565,Anura,3,3,messel_hi_cert,15,14,5.043062200956937,7.0,1.9913544668587897,0.3631108775617446,5.0142436625993865,105.71788404219507,2.3888200316092107,566
566,1,Palaeobatrachidae (Messelobatrachus tobieni),insectivore ,insectivore,,566,Anura,3,3,messel_hi_cert,2,14,5.9338235294117645,10.0,1.9742857142857142,0.21209330877839166,4.443563438275261,122.63469237309435,1.646600250258867,567
567,1,Fam. indet. (Lutetiobatrachus gracilis),insectivore ,insectivore,,567,Anura,3,3,messel_hi_cert,10,8,4.554858934169279,7.0,1.7582697201017812,0.31266968325791855,4.443563438275261,122.63469237309435,1.646600250258867,568
568,1,Xenopidae (gen. et sp. indet.),predator ,predator,,568,Anura,3,2,messel_hi_cert,1,6,5.458646616541353,9.0,1.85752688172043,0.2412709497206704,5.0142436625993865,105.71788404219507,2.3888200316092107,569
569,1,Salamandridae (Chelotriton robustus),insectivore ,insectivore,,569,Urodela,3,3,messel_hi_cert,1,14,5.947368421052632,9.0,1.6894865525672371,0.228656518861681,4.443563438275261,122.63469237309435,1.646600250258867,570
570,1,Cf. Iguanidae (gen. et sp. indet.),herbivore ,herbivore,,570,Lacertilia,3,1,messel_hi_cert,7,7,2.0,1.0,1.3187022900763359,98.71428571428571,1.882936507936508,102.79096961520997,69.74880861574225,571
571,1,Iguanidae (Geiseltaliellus longicaudus),omnivore ,omnivore,,571,Lacertilia,3,1,messel_hi_cert,7,5,2.9565217391304346,2.0,98.71428571428571,3.6178010471204187,4.654454588580078,53.8490101792362,0.758275344882167,572
572,1,Fam. Indet. 'small species',predator ,predator,,572,Lacertilia,3,1,messel_hi_cert,9,6,4.0285714285714285,8.0,1.454736842105263,0.3569214876033058,5.0142436625993865,105.71788404219507,2.3888200316092107,573
573,1,Scincidae (aff. Scincomorpha sp.),insectivore ,insectivore,,573,Lacertilia,3,1,messel_hi_cert,6,14,2.8823529411764706,2.0,1.5921658986175116,20.323529411764707,4.443563438275261,122.63469237309435,1.646600250258867,574
574,1,Scincidae (gen. et sp. indet.),herbivore ,herbivore,,574,Lacertilia,3,1,messel_hi_cert,5,15,2.0,1.0,1.4670912951167727,138.2,1.882936507936508,102.79096961520997,69.74880861574225,575
575,1,Anguidae (Xestops abderhaldeni),molluscivore insectivore,molluscivore,insectivore,575,Lacertilia,3,1,messel_hi_cert,3,3,3.3181818181818183,3.0,0.9225634178905207,15.704545454545455,3.3181818181818183,0.9225634178905207,15.704545454545455,576
576,1,Anguidae (Ophisauriscus quadrupes),insectivore molluscivore,insectivore,molluscivore,576,Lacertilia,3,1,messel_hi_cert,3,2,4.817518248175182,7.0,1.3875502008032128,0.3005654632448891,4.817518248175182,1.3875502008032128,0.3005654632448891,577
577,1,Necrosauridae (Genus A),predator ,predator,,577,Lacertilia,3,1,messel_hi_cert,12,3,5.018924302788845,8.0,0.9116094986807388,0.34916624557857506,5.0142436625993865,105.71788404219507,2.3888200316092107,578
578,1,Necrosauridae ('Saniwa' feisti),predator ,predator,,578,Lacertilia,3,1,messel_hi_cert,14,2,5.116370808678501,8.0,1.0796875,0.3028045574057844,5.0142436625993865,105.71788404219507,2.3888200316092107,579
579,1,Necrosauridae (Genus C),predator ,predator,,579,Lacertilia,3,1,messel_hi_cert,10,3,5.193766937669377,8.0,0.9427012278308322,0.29746018080068876,5.0142436625993865,105.71788404219507,2.3888200316092107,580
580,1,Lacertidae (Eolacerta robusta),insectivore ,insectivore,,580,Lacertilia,3,1,messel_hi_cert,19,11,4.402564102564103,8.0,1.5740318906605923,0.35058346017250125,4.443563438275261,122.63469237309435,1.646600250258867,581
581,1,Boidae (Palaeopython fischeri),predator ,predator,,581,Serpentes,3,1,messel_hi_cert,9,1,4.589968976215099,5.0,691.0,0.4003476245654693,5.0142436625993865,105.71788404219507,2.3888200316092107,582
582,1,Boidae (Paleryx nov. sp.),predator ,predator,,582,Serpentes,3,1,messel_hi_cert,6,5,5.093402520385471,7.0,57.583333333333336,0.3597084851639771,5.0142436625993865,105.71788404219507,2.3888200316092107,583
583,1,Boidae (Messelophis ermannorum),predator ,predator,,583,Serpentes,3,1,messel_hi_cert,8,2,5.108545034642033,6.0,172.75,0.37412019491066595,5.0142436625993865,105.71788404219507,2.3888200316092107,584
584,1,Boidae (Messelophis variatus),predator ,predator,,584,Serpentes,3,1,messel_hi_cert,8,1,4.8328411104548135,7.0,230.33333333333334,0.37351351351351353,5.0142436625993865,105.71788404219507,2.3888200316092107,585
585,1,Aniliidae (gen. et sp. 1 nov.),predator ,predator,,585,Serpentes,3,1,messel_hi_cert,8,1,5.336842105263158,7.0,1.0950871632329635,0.3629201680672269,5.0142436625993865,105.71788404219507,2.3888200316092107,586
586,1,Aniliidae (gen. et sp. 2 nov.),predator ,predator,,586,Lacertilia,3,1,messel_hi_cert,6,0,5.721132897603486,8.0,0.0,0.2798703928716079,5.0142436625993865,105.71788404219507,2.3888200316092107,587
587,1,Fam. indet. (?Juvemys sp.),piscivore ,piscivore,,587,Testudines,2,2,messel_hi_cert,2,0,5.746240601503759,9.0,0.0,0.24237109786039987,5.710643355827615,146.43549086112682,0.28796431535738864,588
588,1,Fam. indet. (Francellia messeliana),predator ,predator,,588,Testudines,3,2,messel_hi_cert,5,4,5.715789473684211,7.0,43.1875,0.2843621399176955,5.0142436625993865,105.71788404219507,2.3888200316092107,589
589,1,Fam. indet. (Euroemys kehreri),predator ,predator,,589,Testudines,3,2,messel_hi_cert,6,1,5.4335839598997495,8.0,691.0,0.2936676583085423,5.0142436625993865,105.71788404219507,2.3888200316092107,590
590,1,Emydidae (Allaeochelys gracilis),omnivore ,omnivore,,590,Testudines,3,2,messel_hi_cert,12,0,4.861274772362078,7.0,0.0,0.34022648941408173,4.654454588580078,53.8490101792362,0.758275344882167,591
591,1,Carettochelyidae (Allaeochelys crassesculptata),omnivore ,omnivore,,591,Testudines,3,2,messel_hi_cert,7,0,5.699501246882793,7.0,0.0,0.28227124183006536,4.654454588580078,53.8490101792362,0.758275344882167,592
592,1,Trionychidae ('Trionyx' messelianus),predator ,predator,,592,Testudines,3,2,messel_hi_cert,7,0,5.742016280525986,7.0,0.0,0.2761790567545963,5.0142436625993865,105.71788404219507,2.3888200316092107,593
593,1,Leidyosuchidae (Diplocynodon darwini),piscivore ,piscivore,,593,Crocodylia,3,3,messel_hi_cert,8,1,5.96833064949007,7.0,0.0,0.28009728415079044,5.710643355827615,146.43549086112682,0.28796431535738864,594
594,1,Leidyosuchidae (Diplocynodon ebertsi),piscivore ,piscivore,,594,Crocodylia,3,3,messel_hi_cert,9,1,5.778769375293566,7.0,0.0,0.28459637561779244,5.710643355827615,146.43549086112682,0.28796431535738864,595
595,1,Leidyosuchidae (Baryphracta deponiae),predator ,predator,,595,Crocodylia,3,3,messel_hi_cert,8,1,5.682470368059888,8.0,0.0,0.2894847088395475,5.0142436625993865,105.71788404219507,2.3888200316092107,596
596,1,Crocodylidae (Asiatosuchus germanicus),predator ,predator,,596,Crocodylia,3,3,messel_hi_cert,14,1,4.925,5.0,0.0,0.38367573570238755,5.0142436625993865,105.71788404219507,2.3888200316092107,597
597,1,Alligatoridae (Allognathosuchus haupti),predator molluscivore,predator,molluscivore,597,Crocodylia,3,3,messel_hi_cert,12,2,5.458425967096487,7.0,691.0,0.3591476091476091,5.458425967096487,691.0,0.3591476091476091,598
598,1,Pristichampsidae (Pristichampsus rollinati),piscivore ,piscivore,,598,Crocodylia,3,3,messel_hi_cert,14,1,5.5506563446650965,6.0,0.0,0.3284220532319392,5.710643355827615,146.43549086112682,0.28796431535738864,599
599,1,Bergisuchidae (Bergisuchus dietrichbergi),predator ,predator,,599,Crocodylia,3,1,messel_hi_cert,14,1,5.485880398671096,7.0,0.0,0.3591476091476091,5.0142436625993865,105.71788404219507,2.3888200316092107,600
600,1,Tomastomidae (gen. et sp. indet),piscivore ,piscivore,,600,Crocodylia,3,3,messel_hi_cert,5,2,5.739097744360903,7.0,345.5,0.28401150842581174,5.710643355827615,146.43549086112682,0.28796431535738864,601
601,1,Palaeotididae (Palaeotis weigelti),herbivore ,herbivore,,601,Palaeognathae,3,1,messel_hi_cert,0,3,1.0,0.0,230.33333333333334,0.0,1.882936507936508,102.79096961520997,69.74880861574225,602
602,1,Gallinuloididae (Paraortygoides messelensis),herbivore ,herbivore,,602,Galliformes,3,1,messel_hi_cert,4,2,2.25,2.0,345.5,115.16666666666667,1.882936507936508,102.79096961520997,69.74880861574225,603
603,1,Gastornithidae (Gastornis geiselensis),predator ,predator,,603,Anseriformes,3,1,messel_hi_cert,9,4,4.4988052568697725,7.0,1.3683168316831684,0.4172705314009662,5.0142436625993865,105.71788404219507,2.3888200316092107,604
604,1,Phoenicopteridae (Juncitarsus merkeli),insectivore ,insectivore,,604,Phoenicopteriformes,3,1,messel_hi_cert,6,0,3.27027027027027,3.0,0.0,14.10204081632653,4.443563438275261,122.63469237309435,1.646600250258867,605
605,1,Sulidae (Masillastega rectirostris),piscivore ,piscivore,,605,Pelecaniformes,3,3,messel_hi_cert,5,1,5.994736842105263,8.0,691.0,0.2811228641171684,5.710643355827615,146.43549086112682,0.28796431535738864,606
606,1,Threskiornithidae (Rhynchaeitites messelensis),piscivore insectivore,piscivore,insectivore,606,Ciconiiformes,3,1,messel_hi_cert,5,0,5.739097744360903,7.0,0.0,0.28401150842581174,5.739097744360903,0.0,0.28401150842581174,607
607,1,?Phorusrhacidae (Aenigmavis sapea),predator ,predator,,607,Gruiformes',3,1,messel_hi_cert,12,4,4.94944944944945,7.0,1.365612648221344,0.404093567251462,5.0142436625993865,105.71788404219507,2.3888200316092107,608
608,1,Idiornithidae (Idiornis tuberculata),predator ,predator,,608,Gruiformes',3,1,messel_hi_cert,1,1,3.0,2.0,691.0,62.81818181818182,5.0142436625993865,105.71788404219507,2.3888200316092107,609
609,1,Idiornithidae (Idiornis cf. itardiensis),predator ,predator,,609,Gruiformes',3,3,messel_hi_cert,14,4,5.371867421180275,7.0,1.360236220472441,0.33494910324769755,5.0142436625993865,105.71788404219507,2.3888200316092107,610
610,1,Messelornithidae (Messelornis cristata),omnivore ,omnivore,,610,Gruiformes',3,1,messel_hi_cert,6,2,5.319444444444445,9.0,172.75,0.24451521585279548,4.654454588580078,53.8490101792362,0.758275344882167,611
611,1,Salmilidae (Salmila robusta),omnivore ,omnivore,,611,Gruiformes',3,1,messel_hi_cert,15,3,5.5671875,8.0,1.349609375,0.289242360820427,4.654454588580078,53.8490101792362,0.758275344882167,612
612,1,Fam. indet. (Pumiliornis tessellatus),insectivore ,insectivore,,612,Order Incertae Sedis A,3,1,messel_hi_cert,128,0,4.6844059405940595,6.0,0.0,0.49927745664739887,4.443563438275261,122.63469237309435,1.646600250258867,613
613,1,Fam. indet. (gen. et sp. indet.),predator ,predator,,613,Charadriiformes,3,1,messel_hi_cert,11,3,5.3559214692843575,7.0,1.3549019607843138,0.36814064997336177,5.0142436625993865,105.71788404219507,2.3888200316092107,614
614,1,Accipitridae (Masillaraptor parvunguis),predator ,predator,,614,Falconiformes,3,1,messel_hi_cert,13,0,4.735164296223639,7.0,0.0,0.38603351955307263,5.0142436625993865,105.71788404219507,2.3888200316092107,615
615,1,Messelasturidae (Messelastur gratulator),predator ,predator,,615,?Falconiformes,3,1,messel_hi_cert,6,0,3.4431818181818183,5.0,0.0,3.140909090909091,5.0142436625993865,105.71788404219507,2.3888200316092107,616
616,1,Pseudasturidae (Pseudasturides macrocephalus),omnivore ,omnivore,,616,Psittaciformes,3,1,messel_hi_cert,36,1,4.741904301594973,6.0,1.0864779874213837,0.40244612696563775,4.654454588580078,53.8490101792362,0.758275344882167,617
617,1,Pseudasturidae (Serudaptus pohli),insectivore ,insectivore,,617,Psittaciformes,3,1,messel_hi_cert,79,1,4.41747572815534,7.0,1.0237037037037038,0.44437299035369776,4.443563438275261,122.63469237309435,1.646600250258867,618
618,1,Pseudasturidae (?Pseudastur sp.),omnivore ,omnivore,,618,Psittaciformes,3,1,messel_hi_cert,36,1,4.509857239972808,6.0,1.2540834845735027,0.4286600496277916,4.654454588580078,53.8490101792362,0.758275344882167,619
619,1,Fam. indet. (Psittacopes lepidus),herbivore (SP) ,herbivore (SP),,619,Psittaciformes,3,1,messel_hi_cert,23,0,2.0,1.0,0.0,30.043478260869566,2.1154385964912277,0.8425413051919076,27.9687164519592,620
620,1,Palaeoglaucidae (Palaeoglaux artophoron),insectivore ,insectivore,,620,Strigiformes,3,1,messel_hi_cert,24,0,4.88872936109117,7.0,0.0,0.34309831181727907,4.443563438275261,122.63469237309435,1.646600250258867,621
621,1,Sandcoleidae (Eoglaucidium pallas),herbivore (SP) ,herbivore (SP),,621,Coliiformes,3,1,messel_hi_cert,18,0,2.0,1.0,0.0,38.388888888888886,2.1154385964912277,0.8425413051919076,27.9687164519592,622
622,1,Sandcoleidae (Eoglaucidium sp.),herbivore (SP) ,herbivore (SP),,622,Coliiformes,3,1,messel_hi_cert,16,0,2.0,1.0,0.0,43.1875,2.1154385964912277,0.8425413051919076,27.9687164519592,623
623,1,Sandcoleidae (cf. Anneavis sp.),omnivore ,omnivore,,623,Coliiformes,3,1,messel_hi_cert,22,1,3.666666666666667,3.0,691.0,1.5493273542600896,4.654454588580078,53.8490101792362,0.758275344882167,624
624,1,?Sandcoleidae (Chasacocoliius cacicirostris),insectivore ,insectivore,,624,Coliiformes,3,1,messel_hi_cert,28,0,4.255478662053056,6.0,0.0,0.465633423180593,4.443563438275261,122.63469237309435,1.646600250258867,625
625,1,Coliidae (Masillacolius brevidactylus),omnivore ,omnivore,,625,Coliiformes,3,1,messel_hi_cert,36,1,3.105,3.0,1.0796875,2.578358208955224,4.654454588580078,53.8490101792362,0.758275344882167,626
626,1,Fluvioviridavidae (Fluvioviridavis platyrhamphus),insectivore ,insectivore,,626,Order Incertae Sedis B,3,1,messel_hi_cert,15,1,4.522328999434709,6.0,230.33333333333334,0.4558047493403694,4.443563438275261,122.63469237309435,1.646600250258867,628
627,1,Fluvioviridavidae (Eurofluvioviridavis robustipes),insectivore ,insectivore,,627,Order Incertae Sedis B,3,1,messel_hi_cert,30,2,4.6353814989871704,6.0,1.3737574552683898,0.4475388601036269,4.443563438275261,122.63469237309435,1.646600250258867,629
628,1,Podargidae (Masillapodargus longipes),insectivore ,insectivore,,628,Order Incertae Sedis C,3,1,messel_hi_cert,26,2,3.3971631205673756,3.0,172.75,2.166144200626959,4.443563438275261,122.63469237309435,1.646600250258867,630
629,1,Apodidae (Scaniacypselus szarskii),insectivore ,insectivore,,629,Cypselomorphae,3,1,messel_hi_cert,87,1,4.925436408977556,6.0,691.0,0.4582228116710875,4.443563438275261,122.63469237309435,1.646600250258867,631
630,1,Nyctibiidae (Paraprefica kelleri),insectivore ,insectivore,,630,Cypselomorphae,3,1,messel_hi_cert,12,1,4.89751552795031,7.0,1.0881889763779529,0.34309831181727907,4.443563438275261,122.63469237309435,1.646600250258867,632
631,1,Nyctibiidae (Paraprefica major),insectivore ,insectivore,,631,Cypselomorphae,3,1,messel_hi_cert,32,0,4.24113475177305,8.0,0.0,0.36121275483533716,4.443563438275261,122.63469237309435,1.646600250258867,633
632,1,Archaeotrogonidae (Hassiavis laticauda),insectivore ,insectivore,,632,Cypselomorphae,3,1,messel_hi_cert,5,1,3.1904761904761907,3.0,691.0,13.82,4.443563438275261,122.63469237309435,1.646600250258867,634
633,1,Apodidae (gen. et sp. indet.),insectivore ,insectivore,,633,Cypselomorphae,2,1,messel_hi_cert,8,0,4.815668202764977,7.0,0.0,0.3687299893276414,4.443563438275261,122.63469237309435,1.646600250258867,635
634,1,Cypselomorphidae (Protocypselomorphus manfredkelleri),insectivore ,insectivore,,634,Cypselomorphae,3,1,messel_hi_cert,30,0,4.086148648648649,8.0,0.0,0.31494986326344576,4.443563438275261,122.63469237309435,1.646600250258867,636
635,1,Cf. Jungornithidae (cf. Argornis sp.),herbivore (SFF) ,herbivore (SFF),,635,Cypselomorphae,3,1,messel_hi_cert,39,0,3.4727272727272727,4.0,0.0,1.9630681818181819,2.4909090909090907,0.4543063773833005,49.28028198653198,637
636,1,?Leptosomidae (Plesiocathartes kelleri),insectivore ,insectivore,,636,Order Incertae Sedis D,3,1,messel_hi_cert,15,0,4.419196865817826,6.0,0.0,0.4540078843626807,4.443563438275261,122.63469237309435,1.646600250258867,638
637,1,Eocoraciidae (Eocoracias brachyptera),omnivore ,omnivore,,637,Coraciiformes,3,1,messel_hi_cert,38,2,4.891193595342067,7.0,0.9337837837837838,0.43817374762206723,4.654454588580078,53.8490101792362,0.758275344882167,639
638,1,Atelornithidae (gen. et sp. indet.),predator ,predator,,638,Coraciiformes,3,1,messel_hi_cert,8,0,5.513048635824436,7.0,0.0,0.3432687531048187,5.0142436625993865,105.71788404219507,2.3888200316092107,640
639,1,Fam. Indet. (Quasisyndactylus longibrachis),piscivore ,piscivore,,639,Alcediiformes,3,3,messel_hi_cert,3,4,5.522556390977444,8.0,23.82758620689655,0.2807801706623324,5.710643355827615,146.43549086112682,0.28796431535738864,641
640,1,Messelirrisoridae (Messelirrisor parvus),insectivore ,insectivore,,640,Upupiformes,3,1,messel_hi_cert,18,1,5.183316168898044,8.0,691.0,0.35417734495130704,4.443563438275261,122.63469237309435,1.646600250258867,642
641,1,Messelirrisoridae (Messelirrisor halcyrostris),insectivore ,insectivore,,641,Upupiformes,3,1,messel_hi_cert,26,1,4.566485417696491,6.0,1.3629191321499015,0.4561056105610561,4.443563438275261,122.63469237309435,1.646600250258867,643
642,1,Messelirrisoridae (Messelirrisor grandis),insectivore ,insectivore,,642,Upupiformes,3,1,messel_hi_cert,33,3,4.1825168107588855,8.0,1.4188911704312115,0.39172335600907027,4.443563438275261,122.63469237309435,1.646600250258867,644
643,1,Primobucconidae (?Primobucco sp.),insectivore ,insectivore,,643,Order Incertae Sedis E,3,1,messel_hi_cert,31,0,4.664840182648401,6.0,0.0,0.4165159734779988,4.443563438275261,122.63469237309435,1.646600250258867,645
644,1,Primoscenidae (Primozygodactylus danielsi),insectivore herbivore (SP),insectivore,herbivore (SP),644,Piciformes,2,1,messel_hi_cert,34,0,3.610619469026549,4.0,0.0,1.5253863134657837,3.991068248445163,0.0,0.914095435435784,646
645,1,Primoscenidae (Primozygodactylus major),insectivore herbivore (SP),insectivore,herbivore (SP),645,Piciformes,2,1,messel_hi_cert,20,0,4.371517027863777,8.0,0.0,0.3028045574057844,3.991068248445163,0.0,0.914095435435784,647
646,1,Primoscenidae (Primozygodactylus ballmanni),omnivore ,omnivore,,646,Piciformes,3,1,messel_hi_cert,21,0,3.72972972972973,4.0,0.0,1.5740318906605923,4.654454588580078,53.8490101792362,0.758275344882167,648
647,1,Gracilitarsidae (Gracilitarsus mirabilis),herbivore (SFF) ,herbivore (SFF),,647,Order Incertae Sedis F,3,1,messel_hi_cert,10,2,2.0,1.0,1.3629191321499015,69.1,2.4909090909090907,0.4543063773833005,49.28028198653198,649
648,1,Trogonidae (?Primotrogon pumilio),insectivore ,insectivore,,648,Trogoniformes,3,1,messel_hi_cert,14,1,4.458135860979462,7.0,691.0,0.34157192288680177,4.443563438275261,122.63469237309435,1.646600250258867,650
649,1,Trogonidae (Primotrogon wintersteini),insectivore ,insectivore,,649,Trogoniformes,3,1,messel_hi_cert,21,0,5.218724778046812,8.0,0.0,0.3365806137359961,4.443563438275261,122.63469237309435,1.646600250258867,651
650,1,Fam. Indet. Palaeopsittacus cf. georgei,insectivore ,insectivore,,650,?Caprimugliformes,3,1,messel_hi_cert,45,0,4.3776290630975145,6.0,0.0,0.4398472310630172,4.443563438275261,122.63469237309435,1.646600250258867,652
651,1,Trochilidae (Eurotrochilus inexpectatus),herbivore (SFF) ,herbivore (SFF),,651,Trochiliiformes,3,1,messel_hi_cert,9,0,2.0,1.0,0.0,76.77777777777777,2.4909090909090907,0.4543063773833005,49.28028198653198,653
652,1,Trochilidae (Parargornis messelensis),insectivore ,insectivore,,652,Trochiliiformes,3,1,messel_hi_cert,29,0,4.201030927835052,8.0,0.0,0.31028289178266727,4.443563438275261,122.63469237309435,1.646600250258867,654
653,1,Herpetotheriidae (Amphiperatherium cf. maximum),omnivore ,omnivore,,653,Metatheria,3,1,messel_hi_cert,40,4,4.617854346123727,6.0,1.1127214170692432,0.4345911949685535,4.654454588580078,53.8490101792362,0.758275344882167,655
654,1,Herpetotheriidae (Amphiperatherium goethei),omnivore ,omnivore,,654,Metatheria,3,1,messel_hi_cert,43,4,4.420161883738043,8.0,1.1309328968903436,0.39735480161012077,4.654454588580078,53.8490101792362,0.758275344882167,656
655,1,Herpetotheriidae (Amphiperatherium or Peratherium),omnivore ,omnivore,,655,Metatheria,3,1,messel_hi_cert,11,2,4.787946428571429,7.0,1.114516129032258,0.38495821727019497,4.654454588580078,53.8490101792362,0.758275344882167,657
656,1,?Peradectidae ('Peradectes' sp.),omnivore ,omnivore,,656,Metatheria,3,1,messel_hi_cert,55,4,4.634988179669031,7.0,1.1181229773462784,0.42733457019171306,4.654454588580078,53.8490101792362,0.758275344882167,658
657,1,Pantolestidae (Buxolestes minor),piscivore ,piscivore,,657,Proteutheria,3,1,messel_hi_cert,7,2,5.5440386680988185,8.0,345.5,0.3188740193816336,5.710643355827615,146.43549086112682,0.28796431535738864,659
658,1,Pantolestidae (Buxolestes piscator),piscivore herbivore (SP),piscivore,herbivore (SP),658,Proteutheria,3,1,messel_hi_cert,41,3,5.080470588235294,7.0,36.36842105263158,0.3751357220412595,5.080470588235294,36.36842105263158,0.3751357220412595,660
659,1,Paroxyclaenidae ('Paroxyclaenus' sp.),herbivore ,herbivore,,659,Proteutheria,3,1,messel_hi_cert,19,4,2.0,1.0,36.36842105263158,36.36842105263158,1.882936507936508,102.79096961520997,69.74880861574225,661
660,1,Paroxyclaenidae (Kopidodon macrognathus),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),660,Proteutheria,3,1,messel_hi_cert,32,0,2.03125,2.0,0.0,20.323529411764707,1.6770833333333333,1.0518595398719945,14.717038539553753,662
661,1,Pseudorhynchocyonidae (Lepticidium nasutum),predator ,predator,,661,Proteutheria,3,1,messel_hi_cert,15,0,5.151750972762645,7.0,0.0,0.36178010471204186,5.0142436625993865,105.71788404219507,2.3888200316092107,663
662,1,Pseudorhynchocyonidae (Lepticidium auderiense),insectivore ,insectivore,,662,Proteutheria,3,1,messel_hi_cert,19,3,4.595029239766082,10.0,1.1038338658146964,0.25090777051561364,4.443563438275261,122.63469237309435,1.646600250258867,664
663,1,Pseudorhynchocyonidae (Lepticidium tobieni),predator insectivore,predator,insectivore,663,Proteutheria,3,1,messel_hi_cert,11,1,5.073152889539137,8.0,691.0,0.33674463937621835,5.073152889539137,691.0,0.33674463937621835,665
664,1,Apatemyidae (Heterohyus nanus),insectivore ,insectivore,,664,Proteutheria,3,1,messel_hi_cert,34,3,3.900990099009901,4.0,1.10207336523126,2.21474358974359,4.443563438275261,122.63469237309435,1.646600250258867,666
665,1,Myrmecophagidae (Eurotamandua joresi),insectivore herbivore,insectivore,herbivore,665,Xenarthra,3,1,messel_hi_cert,11,3,4.189969604863222,7.0,138.2,0.4307980049875312,4.189969604863222,138.2,0.4307980049875312,667
666,1,Amphilemuridae (Macrocranion tupaidon),omnivore ,omnivore,,666,Lipotyphla,3,1,messel_hi_cert,28,3,5.19610636277303,6.0,1.107371794871795,0.39942196531791907,4.654454588580078,53.8490101792362,0.758275344882167,668
667,1,Amphilemuridae (Macrocranion tenerum),insectivore ,insectivore,,667,Lipotyphla,3,1,messel_hi_cert,19,2,4.903381642512077,9.0,1.1003184713375795,0.2594817874577544,4.443563438275261,122.63469237309435,1.646600250258867,669
668,1,Amphilemuridae (Pholidocercus hassiacus),insectivore ,insectivore,,668,Lipotyphla,3,1,messel_hi_cert,13,0,3.676818950930626,7.0,0.0,0.38495821727019497,4.443563438275261,122.63469237309435,1.646600250258867,670
669,1,Archaeonycterididae (Archaeonyceris trigonodon),insectivore ,insectivore,,669,Chiroptera,3,1,messel_hi_cert,47,2,4.526063100137174,7.0,345.5,0.3968983342906376,4.443563438275261,122.63469237309435,1.646600250258867,671
670,1,Archaeonycterididae (Archaeonyceris pollex),insectivore ,insectivore,,670,Chiroptera,3,1,messel_hi_cert,19,1,4.057644110275689,7.0,691.0,0.33972468043264503,4.443563438275261,122.63469237309435,1.646600250258867,672
