sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,original_sp_id
Cf. Membracidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),280,Hemiptera,3,1,0,15,1.0,0.0,1.9914285714285713,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,281
Cf. Ricaniidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),281,Hemiptera,3,1,0,11,1.0,0.0,1.7917737789203085,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,282
Flatidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),282,Hemiptera,3,1,0,8,1.0,0.0,1.7601010101010102,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,283
Dictyopharidae (Dictyopharinae gen. et sp. indet),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),283,Hemiptera,3,1,0,13,1.0,0.0,2.05,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,284
Cyndidae (Cydnopsis meunieri),herbivore (RF) herbivore (RF),herbivore (RF),herbivore (RF),284,Hemiptera,3,1,0,8,1.0,0.0,1.925414364640884,0.0,1.5,1.8182394646483042,58.083333333333336,285
Cyndidae (Cydnopsis nana),herbivore (RF) herbivore (RF),herbivore (RF),herbivore (RF),285,Hemiptera,3,1,0,6,1.0,0.0,1.5769230769230769,0.0,1.5,1.8182394646483042,58.083333333333336,286
Lygaeidae (gen. et sp. indet.),herbivore (P&S) herbivore (SP),herbivore (P&S),herbivore (SP),286,Hemiptera,3,1,0,13,1.0,0.0,1.9578651685393258,0.0,1.0,1.9578651685393258,0.0,287
Miridae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),287,Hemiptera,3,1,0,6,1.0,0.0,1.562780269058296,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,288
Tingidae (Lutetiacader petrefactus),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),288,Hemiptera,3,1,0,6,1.0,0.0,1.5386313465783665,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,289
Tingidae (Exmesselensis disspinosus),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),289,Hemiptera,3,1,0,7,1.0,0.0,1.8390501319261214,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,290
Tingidae (Chorotingioites priscus),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),290,Hemiptera,3,1,0,5,1.0,0.0,1.5662921348314607,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,291
Tingidae (Oblongomorpha lutetia and DT199,herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),291,Hemiptera,3,1,3,10,2.0,1.0,1.9415041782729805,232.33333333333334,1.3157894736842106,1.7119871898247467,177.30701754385964,292
Pentatomidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),292,Hemiptera,3,1,0,8,1.0,0.0,1.8198433420365536,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,293
Reduviidae (Amphibolus disponsi),insectivore insectivore,insectivore,insectivore,293,Hemiptera,3,1,57,8,4.78494623655914,7.0,1.5949656750572083,0.36339937434827946,4.224465624956372,1.8652802945421434,5.942800649018784,294
Gerridae (Gerris sp.),insectivore insectivore,insectivore,insectivore,294,Hemiptera,3,2,15,8,5.2432150313152395,8.0,2.062130177514793,0.31725079654073735,4.224465624956372,1.8652802945421434,5.942800649018784,295
Gerridae (Cylindrobates messelensis),insectivore insectivore,insectivore,insectivore,295,Hemiptera,3,2,15,6,5.216216216216216,8.0,1.8488063660477454,0.29684838160136284,4.224465624956372,1.8652802945421434,5.942800649018784,296
Notonectidae (gen. et sp. indet.),insectivore herbivore (P&S),insectivore,herbivore (P&S),296,Hemiptera,3,2,18,8,5.464285714285714,8.0,1.9043715846994536,0.3037037037037037,5.464285714285714,1.9043715846994536,0.3037037037037037,297
Fam. indet.,herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),297,Thysanoptera,3,1,0,1,1.0,0.0,1.431211498973306,0.0,1.3157894736842106,1.7119871898247467,177.30701754385964,298
Mantispidae (Symphrasites eocenicus),parasitoid insectivore,parasitoid,insectivore,298,Neuroptera,3,1,46,9,4.184329199549042,7.0,1.7601010101010102,0.4728629579375848,3.3947763998496807,1.8864672364672366,59.53169506005327,299
Cupedidae (Tenomerga messelense),herbivore (WB) nonfeeding,herbivore (WB),nonfeeding,299,Coleoptera,3,1,1,7,2.0,1.0,1.655581947743468,697.0,2.0,1.655581947743468,697.0,300
Carabidae (?Harpalus sp.),insectivore insectivore,insectivore,insectivore,300,Coleoptera,3,1,8,12,4.993037423846824,7.0,1.8736559139784945,0.3383495145631068,4.224465624956372,1.8652802945421434,5.942800649018784,301
Carabidae (?Scarites sp.),insectivore insectivore,insectivore,insectivore,301,Coleoptera,3,1,10,13,4.067157313707451,7.0,1.8837837837837839,0.4289230769230769,4.224465624956372,1.8652802945421434,5.942800649018784,302
Staphylinidae (gen. indet.),insectivore fungivore,insectivore,fungivore,302,Coleoptera,3,1,9,8,3.0,2.0,1.8103896103896104,19.914285714285715,3.0,1.8103896103896104,19.914285714285715,303
Hydrophilidae (Eubrianax),detritivore omnivore,detritivore,omnivore,303,Coleoptera,3,2,16,7,5.0566860465116275,8.0,2.178125,0.30637362637362636,3.9807239756367663,1.8483217592592593,7.41360347985348,304
Dytiscidae (gen. et sp. indet.),insectivore predator,insectivore,predator,304,Coleoptera,3,2,14,6,5.483673469387755,7.0,1.9523809523809523,0.326769807782466,4.2418367346938775,1.9415644374093128,1.4686283495841168,305
Histeridae (cf. Dendrophilus),insectivore insectivore,insectivore,insectivore,305,Coleoptera,3,1,3,7,3.0,2.0,1.7083333333333333,13.666666666666666,4.224465624956372,1.8652802945421434,5.942800649018784,306
Polyphaga (fam. indet. and DT219,herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),306,Coleoptera,2,1,1,9,2.0,1.0,1.8686327077747988,697.0,2.0011574074074074,1.8205006511539032,376.98150302952723,307
Polyphaga (fam. indet. and DT09),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),307,Coleoptera,2,1,1,8,2.0,1.0,1.6795180722891567,697.0,2.0011574074074074,1.8205006511539032,376.98150302952723,308
Buprestidae (Psiloptera transversovittata),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),308,Coleoptera,3,1,0,8,1.0,0.0,1.3720472440944882,0.0,1.1,1.1755693256764754,2.9671052631578947,309
Buprestidae (Psiloptera weigelti),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),309,Coleoptera,3,1,0,5,1.0,0.0,1.3150943396226416,0.0,1.1,1.1755693256764754,2.9671052631578947,310
Buprestidae (Psiloptera sp. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),310,Coleoptera,3,1,0,3,1.0,0.0,0.9368279569892473,0.0,1.1,1.1755693256764754,2.9671052631578947,311
Buprestidae (?Psiloptera sp. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),311,Coleoptera,3,1,0,4,1.0,0.0,1.1426229508196721,0.0,1.1,1.1755693256764754,2.9671052631578947,312
Buprestidae (?Psiloptera sp. 3),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),312,Coleoptera,3,1,0,2,1.0,0.0,0.9183135704874835,0.0,1.1,1.1755693256764754,2.9671052631578947,313
Buprestidae (?Psiloptera sp. 4),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),313,Coleoptera,3,1,0,4,1.0,0.0,1.3455598455598456,0.0,1.1,1.1755693256764754,2.9671052631578947,314
Buprestidae (Touzalinia/Psiloptera gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),314,Coleoptera,3,1,0,7,1.0,0.0,1.3639921722113504,0.0,1.1,1.1755693256764754,2.9671052631578947,315
Buprestidae (Psilopterini and gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),315,Coleoptera,3,1,0,2,1.0,0.0,0.9183135704874835,0.0,1.1,1.1755693256764754,2.9671052631578947,316
Buprestidae (Psiloptera/Dicercomorpha gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),316,Coleoptera,3,1,0,3,1.0,0.0,0.9482993197278912,0.0,1.1,1.1755693256764754,2.9671052631578947,317
Buprestidae (Psiloptera/Diceromorpha gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),317,Coleoptera,3,1,0,4,1.0,0.0,0.9444444444444444,0.0,1.1,1.1755693256764754,2.9671052631578947,318
Buprestidae (Psiloptera/Diceromorpha gen. 3),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),318,Coleoptera,3,1,0,6,1.0,0.0,1.449064449064449,0.0,1.1,1.1755693256764754,2.9671052631578947,319
Buprestidae (Touzalinia/Diceromorpha gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),319,Coleoptera,3,1,0,5,1.0,0.0,1.3326959847036328,0.0,1.1,1.1755693256764754,2.9671052631578947,320
Buprestidae (Touzalinia/Diceromorpha gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),320,Coleoptera,3,1,0,3,1.0,0.0,0.9280958721704394,0.0,1.1,1.1755693256764754,2.9671052631578947,321
Buprestidae (Psiloptera/Dicera gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),321,Coleoptera,3,1,0,4,1.0,0.0,1.3225806451612903,0.0,1.1,1.1755693256764754,2.9671052631578947,322
Buprestidae (Psiloptera/Dicera gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),322,Coleoptera,3,1,0,3,1.0,0.0,0.9368279569892473,0.0,1.1,1.1755693256764754,2.9671052631578947,323
Buprestidae (Psilopterini/Dicerini gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),323,Coleoptera,3,1,0,3,1.0,0.0,0.9280958721704394,0.0,1.1,1.1755693256764754,2.9671052631578947,324
Buprestidae (Psilopterini/Dicerini gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),324,Coleoptera,3,1,0,4,1.0,0.0,0.9355704697986578,0.0,1.1,1.1755693256764754,2.9671052631578947,325
Buprestidae (Dicerca? ),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),325,Coleoptera,3,1,0,6,1.0,0.0,1.5152173913043478,0.0,1.1,1.1755693256764754,2.9671052631578947,326
Buprestidae (Eurythyrea? ),herbivore herbivore (PO),herbivore,herbivore (PO),326,Coleoptera,3,1,2,12,2.0,1.0,1.7167487684729064,348.5,2.0,1.6618191489988612,210.1560606060606,327
Buprestidae (Eurythyrea? bilyi),herbivore herbivore (PO),herbivore,herbivore (PO),327,Coleoptera,3,1,3,5,2.0,1.0,1.4798301486199574,232.33333333333334,2.0,1.6618191489988612,210.1560606060606,328
Buprestidae (Anthaxini?),herbivore herbivore (PO),herbivore,herbivore (PO),328,Coleoptera,3,1,3,8,2.0,1.0,1.5185185185185186,232.33333333333334,2.0,1.6618191489988612,210.1560606060606,329
Buprestidae (Anthaxia?),herbivore herbivore (PO),herbivore,herbivore (PO),329,Coleoptera,3,1,4,4,2.0,1.0,1.531868131868132,174.25,2.0,1.6618191489988612,210.1560606060606,330
Buprestidae (Coroebini? gen. 1),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),330,Coleoptera,3,1,2,6,2.0,1.0,1.2907407407407407,348.5,2.0,1.3013065884612893,412.3916666666667,331
Buprestidae (Coroebini? gen. 2),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),331,Coleoptera,3,1,1,6,2.0,1.0,1.2581227436823104,697.0,2.0,1.3013065884612893,412.3916666666667,332
Buprestidae (Coroebini? gen. 3),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),332,Coleoptera,3,1,2,6,2.0,1.0,1.26497277676951,348.5,2.0,1.3013065884612893,412.3916666666667,333
Buprestidae (Coroebini? gen. 4),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),333,Coleoptera,3,1,1,8,2.0,1.0,1.385685884691849,697.0,2.0,1.3013065884612893,412.3916666666667,334
Buprestidae (Coroebini? gen. 5),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),334,Coleoptera,3,1,3,6,2.0,1.0,1.2581227436823104,232.33333333333334,2.0,1.3013065884612893,412.3916666666667,335
Buprestidae (Coroebini? gen. 6),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),335,Coleoptera,3,1,3,6,2.0,1.0,1.2581227436823104,232.33333333333334,2.0,1.3013065884612893,412.3916666666667,336
Buprestidae (Coroebini? gen. 7),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),336,Coleoptera,3,1,2,5,2.0,1.0,1.2535971223021583,348.5,2.0,1.3013065884612893,412.3916666666667,337
Buprestidae (Coroebini? gen. 8),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),337,Coleoptera,3,1,1,7,2.0,1.0,1.255855855855856,697.0,2.0,1.3013065884612893,412.3916666666667,338
Buprestidae (Coroebini? gen. 9),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),338,Coleoptera,3,1,2,7,2.0,1.0,1.2626811594202898,348.5,2.0,1.3013065884612893,412.3916666666667,339
Buprestidae (Agrilini? gen. 1),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),339,Coleoptera,3,1,1,3,2.0,1.0,1.4520833333333334,697.0,2.0,1.364308260540555,479.0492063492064,340
Buprestidae (Agrilini? gen. 2),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),340,Coleoptera,3,1,2,3,2.0,1.0,1.1934931506849316,348.5,2.0,1.364308260540555,479.0492063492064,341
Buprestidae (Agrilinae gen. 1),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),341,Coleoptera,3,1,1,6,2.0,1.0,1.419551934826884,697.0,2.0,1.364308260540555,479.0492063492064,342
Buprestidae (Agrilinae gen. 2),herbivore (GA) herbivore (PO),herbivore (GA),herbivore (PO),342,Coleoptera,3,1,1,4,2.0,1.0,1.2718978102189782,697.0,2.325842696629213,1.385880040708338,466.0414201183432,343
Buprestidae (Agrilinae gen. 3),herbivore (GA) herbivore (PO),herbivore (GA),herbivore (PO),343,Coleoptera,3,1,1,6,2.0,1.0,1.5804988662131518,697.0,2.325842696629213,1.385880040708338,466.0414201183432,344
Buprestidae (Agrilinae gen. 4),herbivore (GA) herbivore (PO),herbivore (GA),herbivore (PO),344,Coleoptera,3,1,5,3,2.9775280898876404,2.0,1.3052434456928839,4.124260355029586,2.325842696629213,1.385880040708338,466.0414201183432,345
Buprestidae (Agrilinae gen. 5),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),345,Coleoptera,3,1,5,7,2.0,1.0,1.548888888888889,139.4,2.0,1.364308260540555,479.0492063492064,346
Buprestidae (Agrilinae gen. 6),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),346,Coleoptera,3,1,1,4,2.0,1.0,0.8745294855708908,697.0,2.0,1.364308260540555,479.0492063492064,347
Buprestidae (Agrilinae gen. 7),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),347,Coleoptera,3,1,1,3,2.0,1.0,1.011611030478955,697.0,2.0,1.364308260540555,479.0492063492064,348
Throscidae (gen. et sp. indet.),fungivore herbivore (PO),fungivore,herbivore (PO),348,Coleoptera,3,1,2,1,3.0,2.0,1.3301526717557253,87.125,3.0,1.6251314322965955,62.923611111111114,349
Eucnemidae (gen. et sp. indet.),fungivore detritivore,fungivore,detritivore,349,Coleoptera,3,1,13,4,2.7058823529411766,2.0,1.7735368956743003,19.914285714285715,2.7058823529411766,1.7735368956743003,19.914285714285715,350
Elateridae (Agrypnus? sp. 1),herbivore (RF) omnivore,herbivore (RF),omnivore,350,Coleoptera,3,1,0,1,1.0,0.0,1.470464135021097,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,351
Elateridae (Agrypnus? sp. 2),herbivore (RF) omnivore,herbivore (RF),omnivore,351,Coleoptera,3,1,0,2,1.0,0.0,1.4829787234042553,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,352
Elateridae (Agrypnus? sp. 3),herbivore (RF) omnivore,herbivore (RF),omnivore,352,Coleoptera,3,1,0,4,1.0,0.0,1.5218340611353711,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,353
Elateridae (Agrypnus? sp. 4),herbivore (RF) omnivore,herbivore (RF),omnivore,353,Coleoptera,3,1,0,3,1.0,0.0,1.5021551724137931,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,354
Elateridae (Agrypnus? aff. ?costipennis),herbivore (RF) omnivore,herbivore (RF),omnivore,354,Coleoptera,3,1,2,1,3.0,2.0,1.470464135021097,116.16666666666667,1.8263042751855145,1.5809242450716465,23.281812927298027,355
Elateridae (Agrypnus sp. 5),insectivore omnivore,insectivore,omnivore,355,Coleoptera,3,1,1,2,3.0,2.0,1.3352490421455938,139.4,2.2547619047619043,1.4321704345730895,114.16677325112319,356
Elateridae (Agrypnus? sp. 6),insectivore omnivore,insectivore,omnivore,356,Coleoptera,3,1,3,2,3.0,2.0,1.3352490421455938,25.814814814814813,2.2547619047619043,1.4321704345730895,114.16677325112319,357
Elateridae (Agrypnus? sp. 7),insectivore omnivore,insectivore,omnivore,357,Coleoptera,3,1,1,5,3.0,2.0,1.385685884691849,232.33333333333334,2.2547619047619043,1.4321704345730895,114.16677325112319,358
Elateridae (Agrypnus? sp. 8),insectivore omnivore,insectivore,omnivore,358,Coleoptera,3,1,2,3,2.6666666666666665,2.0,1.3560311284046693,69.7,2.2547619047619043,1.4321704345730895,114.16677325112319,359
Elateridae (Agrypnus? sp. 9),insectivore omnivore,insectivore,omnivore,359,Coleoptera,3,1,0,3,1.0,0.0,1.3455598455598456,0.0,2.2547619047619043,1.4321704345730895,114.16677325112319,360
Elateridae (Lacon? sp. 1),insectivore omnivore,insectivore,omnivore,360,Coleoptera,3,1,0,4,1.0,0.0,1.419551934826884,0.0,2.2547619047619043,1.4321704345730895,114.16677325112319,361
Elateridae (Group 1),insectivore omnivore,insectivore,omnivore,361,Coleoptera,3,1,0,7,1.0,0.0,1.7041564792176038,0.0,2.2547619047619043,1.4321704345730895,114.16677325112319,362
Elateridae (Group 2),insectivore omnivore,insectivore,omnivore,362,Coleoptera,3,1,1,5,3.0,2.0,1.5698198198198199,232.33333333333334,2.2547619047619043,1.4321704345730895,114.16677325112319,363
Elateridae (Group 3),herbivore (SP) omnivore,herbivore (SP),omnivore,363,Coleoptera,3,1,0,3,1.0,0.0,1.4989247311827958,0.0,1.3333333333333333,1.5921420995384654,232.33333333333334,364
Elateridae (Group 4),herbivore (SP) omnivore,herbivore (SP),omnivore,364,Coleoptera,3,1,0,4,1.0,0.0,1.5218340611353711,0.0,1.3333333333333333,1.5921420995384654,232.33333333333334,365
Elateridae (Group 5),herbivore (RF) omnivore,herbivore (RF),omnivore,365,Coleoptera,3,1,0,3,1.0,0.0,1.6323185011709602,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,366
Elateridae (Group 6),herbivore (RF) omnivore,herbivore (RF),omnivore,366,Coleoptera,3,1,0,3,1.0,0.0,1.5021551724137931,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,367
Elateridae (Group 7),herbivore (RF) omnivore,herbivore (RF),omnivore,367,Coleoptera,3,1,0,2,1.0,0.0,1.4829787234042553,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,368
Elateridae (Group 8),insectivore omnivore,insectivore,omnivore,368,Coleoptera,3,1,1,2,2.0,1.0,1.3403846153846153,697.0,2.2547619047619043,1.4321704345730895,114.16677325112319,369
Elateridae (Group 9),insectivore omnivore,insectivore,omnivore,369,Coleoptera,3,1,2,7,3.9,3.0,1.64,2.6104868913857677,2.2547619047619043,1.4321704345730895,114.16677325112319,370
Elateridae (Group 10),insectivore omnivore,insectivore,omnivore,370,Coleoptera,3,1,1,4,3.0,2.0,1.525164113785558,99.57142857142857,2.2547619047619043,1.4321704345730895,114.16677325112319,371
Elateridae (Group 11),insectivore omnivore,insectivore,omnivore,371,Coleoptera,3,1,0,3,1.0,0.0,1.3455598455598456,0.0,2.2547619047619043,1.4321704345730895,114.16677325112319,372
Elateridae (Group 12),insectivore omnivore,insectivore,omnivore,372,Coleoptera,3,1,1,5,3.0,2.0,1.4024144869215291,99.57142857142857,2.2547619047619043,1.4321704345730895,114.16677325112319,373
Elateridae (Group 13),insectivore omnivore,insectivore,omnivore,373,Coleoptera,3,1,0,3,1.0,0.0,1.3455598455598456,0.0,2.2547619047619043,1.4321704345730895,114.16677325112319,374
Elateridae (Group 14),insectivore herbivore (SFF),insectivore,herbivore (SFF),374,Coleoptera,3,1,0,3,1.0,0.0,1.3455598455598456,0.0,1.0,1.3455598455598456,0.0,375
Elateridae (Macropunctum angulosum),herbivore (RF) omnivore,herbivore (RF),omnivore,375,Coleoptera,3,1,0,4,1.0,0.0,1.6595238095238096,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,376
Elateridae (Macropunctum meuneri),herbivore (RF) omnivore,herbivore (RF),omnivore,376,Coleoptera,3,1,1,2,3.0,2.0,1.4829787234042553,232.33333333333334,1.8263042751855145,1.5809242450716465,23.281812927298027,377
Elateridae (Macropunctum promptum),herbivore (RF) omnivore,herbivore (RF),omnivore,377,Coleoptera,3,1,1,2,3.0,2.0,1.4829787234042553,139.4,1.8263042751855145,1.5809242450716465,23.281812927298027,378
Elateridae (Macropunctum messelensis),herbivore (RF) omnivore,herbivore (RF),omnivore,378,Coleoptera,3,1,8,9,4.80843373493976,7.0,1.8390501319261214,0.35309017223910844,1.8263042751855145,1.5809242450716465,23.281812927298027,379
Elateridae (Macropunctum eocaenicum),herbivore (RF) omnivore,herbivore (RF),omnivore,379,Coleoptera,3,1,0,7,1.0,0.0,1.6876513317191284,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,380
Elateridae (Macropunctum senckenbergi),herbivore (RF) omnivore,herbivore (RF),omnivore,380,Coleoptera,3,1,4,8,4.965201465201465,7.0,1.8342105263157895,0.32923948984411905,1.8263042751855145,1.5809242450716465,23.281812927298027,381
Elateridae (Macropunctum latiscutellum),herbivore (RF) omnivore,herbivore (RF),omnivore,381,Coleoptera,3,1,0,3,1.0,0.0,1.548888888888889,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,382
Elateridae (Macropunctum angustiscutellum),herbivore (RF) omnivore,herbivore (RF),omnivore,382,Coleoptera,3,1,4,8,4.5787545787545785,7.0,1.8103896103896104,0.3357418111753372,1.8263042751855145,1.5809242450716465,23.281812927298027,383
Elateridae (Macropunctum rebugense),herbivore (RF) omnivore,herbivore (RF),omnivore,383,Coleoptera,3,1,0,2,1.0,0.0,1.4893162393162394,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,384
Elateridae (Lanelater verae),herbivore (RF) omnivore,herbivore (RF),omnivore,384,Coleoptera,3,1,0,2,1.0,0.0,1.4766949152542372,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,385
Elateridae (Lanelater sp. 1),herbivore (RF) omnivore,herbivore (RF),omnivore,385,Coleoptera,3,1,0,4,1.0,0.0,1.5769230769230769,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,386
Elateridae (Lanelater sp. 2),herbivore (RF) omnivore,herbivore (RF),omnivore,386,Coleoptera,3,1,0,5,1.0,0.0,1.7,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,387
Elateridae (Lanelater sp. 3),herbivore (RF) omnivore,herbivore (RF),omnivore,387,Coleoptera,3,1,0,6,1.0,0.0,1.5454545454545454,0.0,1.8263042751855145,1.5809242450716465,23.281812927298027,388
Cantharoidea (gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,388,Coleoptera,3,1,2,7,3.0,2.0,1.8537234042553192,49.785714285714285,4.224465624956372,1.8652802945421434,5.942800649018784,389
Elateridae ('Ancyclochira' agilis),insectivore detritivore,insectivore,detritivore,389,Coleoptera,3,1,1,6,3.0,2.0,1.6958637469586375,232.33333333333334,3.0,1.6958637469586375,232.33333333333334,390
Tenebrionidae (Ceropria? messelense),fungivore omnivore,fungivore,omnivore,390,Coleoptera,3,1,8,10,3.0,2.0,1.7690355329949239,20.5,3.0,1.7690355329949239,20.5,391
Tenebrionidae (gen. et sp. indet.),detritivore herbivore (EFF),detritivore,herbivore (EFF),391,Coleoptera,3,1,6,8,2.0,1.0,1.7209876543209877,116.16666666666667,2.0,1.7209876543209877,116.16666666666667,392
Lucanidae (Protognathinus spielbergi),detritivore herbivore (SFF),detritivore,herbivore (SFF),392,Coleoptera,3,1,2,16,2.0,1.0,1.9523809523809523,348.5,3.0662455830627477,1.9286212079936593,87.13091253079348,393
Scarabaeidae (Gymnopleurus eocaenicus),detritivore herbivore (PO),detritivore,herbivore (PO),393,Coleoptera,3,1,3,7,2.0,1.0,1.617169373549884,232.33333333333334,2.0,1.617169373549884,232.33333333333334,394
Scarabaeidae (?Geotrupes messelensis),detritivore herbivore (SFF),detritivore,herbivore (SFF),394,Coleoptera,3,1,10,13,3.7608695652173916,4.0,1.8390501319261214,5.050724637681159,3.0662455830627477,1.9286212079936593,87.13091253079348,395
Scarabaeidae (?Geotrupes sp.),detritivore herbivore (SFF),detritivore,herbivore (SFF),395,Coleoptera,3,1,14,11,3.7142857142857144,3.0,1.801033591731266,7.040404040404041,3.0662455830627477,1.9286212079936593,87.13091253079348,396
Scarabaeidae (?Onthophagus sp.),detritivore herbivore (SFF),detritivore,herbivore (SFF),396,Coleoptera,3,1,19,9,3.5517241379310347,3.0,1.6209302325581396,6.114035087719298,3.0662455830627477,1.9286212079936593,87.13091253079348,397
Scarabaeidae (?Onitis sp.),detritivore herbivore (SFF),detritivore,herbivore (SFF),397,Coleoptera,3,1,17,7,3.607142857142857,3.0,1.598623853211009,6.223214285714286,3.0662455830627477,1.9286212079936593,87.13091253079348,398
Dascillidae (Eubrianax sp.),herbivore (RF) nonfeeding,herbivore (RF),nonfeeding,398,Coleoptera,3,1,8,9,2.6,2.0,2.0320699708454812,43.5625,2.6,2.0320699708454812,43.5625,399
Colydiidae cf. Orthocerus,fungivore herbivore (EFF),fungivore,herbivore (EFF),399,Coleoptera,3,1,10,4,2.928571428571429,2.0,1.5021551724137931,20.5,2.928571428571429,1.5021551724137931,20.5,400
Ptinidae (gen. et sp. indet.),detritivore detritivore,detritivore,detritivore,400,Coleoptera,3,1,2,3,2.0,1.0,1.4893162393162394,348.5,2.6876769431176726,1.8358596474932003,105.0825167791273,401
Trogossitidae (Trogossita eocaenica),insectivore insectivore,insectivore,insectivore,401,Coleoptera,3,1,17,3,2.9714285714285715,2.0,1.4893162393162394,9.547945205479452,4.224465624956372,1.8652802945421434,5.942800649018784,402
Oedemeridae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),402,Coleoptera,3,1,4,6,2.5,2.0,1.801033591731266,87.125,3.0662455830627477,1.9286212079936593,87.13091253079348,403
Phytophaga' (fam. indet. 1 and DT08),herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),403,Coleoptera,1,1,3,7,2.0,1.0,1.8537234042553192,232.33333333333334,2.0011574074074074,1.8205006511539032,376.98150302952723,404
